TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Status,Age,Age Class,SP,Frequency,rEQUENCY,No.of Individual of Species,Density,AGB,BGBC,AGBC,BGB,Carbon,Price of Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,Volume Growth,% Volume Growth,Harvest / Post-Felling,Damage,Lifespan,Species_V1,age_1
2690,OCHAAM,16,1,85.1,71.7,2017.00,15.1,Understory,Alive,2,Young,,,20,20,10,2844.56,668.47,"1,336.95","1,422.28",0.13,4.14,0.13,0.07,0.07,6.69,102.88,109.64,15.1,7.55,20.2,147.84,1.48,Pre-Felling,50,0,NonDipterocarp,16
2691,KNEMST,16,1,87.8,78.9,2017.00,32.5,Canopy,Alive,54,Intermediate,,,2,2,1,3452.31,811.29,"1,622.59","1,726.15",0.16,5.03,0.29,0.14,0.01,14.4,10.29,24.7,0.7,0.35,31.5,"1,066.95",10.67,Pre-Felling,40,10,NonDipterocarp,23
2692,SANTTO,16,1,87.9,79.4,2017.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2693,DACRLA,16,1,87.7,76.7,2017.00,14,Understory,Alive,50,Intermediate,,,5,5,2.5,562.26,132.13,264.26,281.13,0.03,0.82,0.12,0.06,0.02,6.2,25.72,31.94,0,0,19.2,120.74,1.21,Pre-Felling,0,0,NonDipterocarp,16
2694,SCA2MA,16,1,89,76.4,2017.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,0,NonDipterocarp,0
2695,CYNOMA,16,1,89.9,75.6,2017.00,59.2,Canopy,Alive,63,Mature,,,10,10,5,140877.19,"33,106.14","66,212.28","70,438.59",6.62,205.26,0.52,0.26,0.03,26.23,51.44,77.71,0.2,0.1,40.3,"4,529.05",45.29,Pre-Felling,30,0,NonDipterocarp,33
2696,ELAENI,16,1,91.8,68.4,2017.00,28.3,Understory,Alive,46,Intermediate,,,3,3,1.5,3248.96,763.51,"1,527.01","1,624.48",0.15,4.73,0.25,0.13,0.01,12.54,15.43,27.98,0,0,29.4,754.77,7.55,Pre-Felling,50,0,NonDipterocarp,21
2696A,DRYPKI,16,1,90.5,72,2017.00,12.3,Understory,Alive,5,Young,,,3,3,1.5,226.74,53.28,106.57,113.37,0.01,0.33,0.11,0.05,0.01,5.45,15.43,20.89,0.1,0.05,17.5,85.13,0.85,Pre-Felling,0,9,NonDipterocarp,15
2697,CASTSC,16,1,90.3,67.1,2017.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,9,NonDipterocarp,0
2698,BACCSU,16,1,96.2,73.1,2017.00,18.5,Understory,Alive,51,Intermediate,,,1,1,0.5,269.96,63.44,126.88,134.98,0.01,0.39,0.16,0.08,0,8.2,5.14,13.34,0.1,0.05,23,253.02,2.53,Pre-Felling,50,0,NonDipterocarp,18
2698A,SHOROV,16,1,95.8,74.6,2017.00,38.3,Canopy,Alive,46,Intermediate,,,4,4,2,12112.95,"2,846.54","5,693.09","6,056.47",0.57,17.65,0.34,0.17,0.01,16.97,20.58,37.56,1.7,0.85,34,"1,598.98",15.99,Pre-Felling,40,0,Dipterocarp,25
2698B,ARTOIS,16,1,94.6,76.5,2017.00,14.7,Understory,Alive,46,Intermediate,,,7,7,3.5,915.73,215.2,430.4,457.87,0.04,1.33,0.13,0.07,0.02,6.51,36.01,42.55,0.3,0.15,19.8,137.61,1.38,Pre-Felling,0,6,NonDipterocarp,16
2698C,PTEREC,16,1,92.7,76,2017.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,0,NonDipterocarp,0
2699,ARCHBU,16,1,93.6,68.3,2017.00,23,Understory,Alive,50,Intermediate,,,23,23,11.5,12546.69,"2,948.47","5,896.95","6,273.35",0.59,18.28,0.2,0.1,0.08,10.19,118.31,128.58,1.2,0.6,26.2,445.31,4.45,Pre-Felling,50,0,NonDipterocarp,19
2699A,SHORAC,16,1,93.3,70.3,2017.00,23.1,Understory,Alive,38,Intermediate,,,17,17,8.5,9406.17,"2,210.45","4,420.90","4,703.08",0.44,13.7,0.2,0.1,0.06,10.24,87.45,97.74,1.2,0.6,26.3,450.3,4.5,Pre-Felling,50,0,Dipterocarp,19
2700,HERIEL,16,1,98.5,65.2,2017.00,14.1,Understory,Alive,50,Intermediate,,,2,2,1,229.91,54.03,108.06,114.95,0.01,0.33,0.12,0.06,0.01,6.25,10.29,16.54,0.1,0.05,19.3,123.07,1.23,Pre-Felling,0,0,NonDipterocarp,16
2701,PAR2DE,16,1,100,61.7,2017.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
2702,MANGQU,16,1,98.8,60.9,2017.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.05,0,72.02,72.06,0,0,0,0,0,,0,0,NonDipterocarp,0
2703,HORSS2,16,1,97.9,60.8,2017.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.02,0,25.72,25.74,0,0,0,0,0,,0,0,NonDipterocarp,0
2704,ARTOIS,16,1,94.5,60,2017.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.02,0,36.01,36.03,0,0,0,0,0,,0,6,NonDipterocarp,0
2723,XANTEU,17,1,75.2,77.6,2017.00,9.9,Treelet,Alive,20,Intermediate,,,32,32,16,1259.16,295.9,591.81,629.58,0.06,1.83,0.09,0.04,0.11,4.39,164.61,169.1,7,3.5,14.9,47.03,0.47,Pre-Felling,0,15,NonDipterocarp,14
2705,CALODI,17,1,60.3,60.3,2017.00,26.4,Understory,Alive,53,Intermediate,,,20,20,10,17182.88,"4,037.98","8,075.95","8,591.44",0.81,25.04,0.23,0.12,0.07,11.7,102.88,114.65,0.2,0.1,28.3,633.19,6.33,Pre-Felling,50,5,NonDipterocarp,20
2706,CYATRA,17,1,69.5,60.7,2017.00,33.6,Canopy,Alive,54,Intermediate,,,7,7,3.5,13530.73,"3,179.72","6,359.44","6,765.37",0.64,19.71,0.3,0.15,0.02,14.89,36.01,50.92,0,0,32,"1,158.76",11.59,Pre-Felling,40,0,NonDipterocarp,23
2707,BARRPE,17,1,69,65.5,2017.00,28.6,Understory,Alive,55,Intermediate,,,7,7,3.5,7853.16,"1,845.49","3,690.99","3,926.58",0.37,11.44,0.25,0.13,0.02,12.67,36.01,48.7,0.2,0.1,29.5,775.08,7.75,Pre-Felling,50,5,NonDipterocarp,21
2708,NEOSKI,17,1,64.6,64.8,2017.00,0,Dead,Dead,0,Dead,,,13,13,6.5,0,0,0,0,0,0,0,0,0.04,0,66.87,66.92,0,0,0,0,0,,0,0,NonDipterocarp,0
2709,DACRLA,17,1,64.3,65.2,2017.00,11.8,Understory,Alive,51,Intermediate,,,5,5,2.5,333.13,78.29,156.57,166.57,0.02,0.49,0.1,0.05,0.02,5.23,25.72,30.97,-2.9,-1.45,17,76.06,0.76,Pre-Felling,0,0,NonDipterocarp,15
2710,SHORAC,17,1,62.5,63.2,2017.00,57.3,Canopy,Alive,55,Intermediate,,,17,17,8.5,212939.02,"50,040.67","100,081.34","106,469.51",10.01,310.25,0.51,0.25,0.06,25.39,87.45,112.89,3.3,1.65,39.8,"4,195.70",41.96,Pre-Felling,30,0,Dipterocarp,32
2711,NEOUFO,17,1,61.8,67,2017.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,11,NonDipterocarp,0
2712,MONOMA,17,1,63.3,68.9,2017.00,19.5,Understory,Alive,50,Intermediate,,,30,30,15,9585.43,"2,252.58","4,505.15","4,792.72",0.45,13.97,0.17,0.09,0.1,8.64,154.32,163.06,0.1,0.05,23.8,290.38,2.9,Pre-Felling,50,11,NonDipterocarp,18
2713,DIOSMA,17,1,64.1,69.1,2017.00,18,Understory,Alive,52,Intermediate,,,1,1,0.5,247.39,58.14,116.27,123.69,0.01,0.36,0.16,0.08,0,7.98,5.14,13.12,0,0,22.6,235.46,2.35,Pre-Felling,50,6,NonDipterocarp,17
2714,SINDWA,17,1,62.9,72,2017.00,44.9,Canopy,Alive,59,Intermediate,,,3,3,1.5,15799.77,"3,712.95","7,425.89","7,899.89",0.74,23.02,0.4,0.2,0.01,19.9,15.43,35.34,0.3,0.15,36.3,"2,350.73",23.51,Pre-Felling,40,8,NonDipterocarp,27
2715,MILLAT,17,1,67.5,71.9,2017.00,13.6,Understory,Alive,50,Intermediate,,,11,11,5.5,1131.08,265.8,531.61,565.54,0.05,1.65,0.12,0.06,0.04,6.03,56.58,62.65,0,0,18.8,111.69,1.12,Pre-Felling,0,0,NonDipterocarp,16
2716,MESURA,17,1,60,72.3,2017.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.05,0,82.3,82.36,0,0,0,0,0,,0,0,NonDipterocarp,0
2717,PORTAN,17,1,60.2,75.3,2017.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,NonDipterocarp,0
2717A,AGLAGL,17,1,62.4,74.6,2017.00,10.5,Understory,Alive,2,Young,,,1,1,0.5,46.89,9.61,22.04,20.45,0,0.07,0.09,0.05,0,4.65,5.14,9.8,10.5,5.25,15.6,55.29,0.55,Pre-Felling,0,0,NonDipterocarp,15
2718,SHORM1,17,1,62.8,77,2017.00,24.2,Understory,Alive,51,Intermediate,,,42,42,21,27069.19,"6,361.26","12,722.52","13,534.60",1.27,39.44,0.21,0.11,0.14,10.72,216.05,226.91,0.4,0.2,27,507.33,5.07,Pre-Felling,50,10,Dipterocarp,20
2719,MILLAT,17,1,62.2,78.4,2017.00,12.1,Understory,Alive,46,Intermediate,,,11,11,5.5,790.93,185.87,371.74,395.46,0.04,1.15,0.11,0.05,0.04,5.36,56.58,61.98,0.2,0.1,17.3,81.43,0.81,Pre-Felling,0,0,NonDipterocarp,15
2719A,CANTDI,17,1,63.8,78.1,2017.00,20.7,Understory,Alive,46,Intermediate,,,14,14,7,5422.14,"1,274.20","2,548.40","2,711.07",0.25,7.9,0.18,0.09,0.05,9.17,72.02,81.24,0.1,0.05,24.7,339.22,3.39,Pre-Felling,50,0,NonDipterocarp,18
2720,HOPEME,17,1,70.5,70.5,2017.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.09,0,133.74,133.83,0,0,0,0,0,,0,0,NonDipterocarp,0
2720A,KNEMLA,17,1,70.6,70.2,2017.00,11.9,Understory,Alive,5,Young,,,8,8,4,546.83,128.5,257.01,273.41,0.03,0.8,0.11,0.05,0.03,5.27,41.15,46.45,0.6,0.3,17.1,77.82,0.78,Pre-Felling,0,0,NonDipterocarp,15
2721,ALANRI,17,1,70.2,77.1,2017.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.05,0,82.3,82.36,0,0,0,0,0,,0,9,NonDipterocarp,0
2722,PTYCCO,17,1,73.7,77.1,2017.00,0,Dead,Dead,0,Dead,,,14,14,7,0,0,0,0,0,0,0,0,0.05,0,72.02,72.06,0,0,0,0,0,,0,0,NonDipterocarp,0
2724,ELAERU,17,1,75.8,77.3,2017.00,41.2,Canopy,Alive,59,Intermediate,,,3,3,1.5,11699.27,"2,749.33","5,498.66","5,849.64",0.55,17.05,0.37,0.18,0.01,18.26,15.43,33.7,9.7,4.85,35.1,"1,909.89",19.1,Pre-Felling,40,0,NonDipterocarp,26
2724A,CANTDI,17,1,78.7,77.1,2017.00,16.8,Understory,Alive,38,Intermediate,,,14,14,7,2783.06,654.02,"1,308.04","1,391.53",0.13,4.05,0.15,0.07,0.05,7.44,72.02,79.51,4.4,2.2,21.7,196.29,1.96,Pre-Felling,50,0,NonDipterocarp,17
2725,MANGG2,17,1,76.2,71.4,2017.00,44.5,Canopy,Alive,57,Intermediate,,,1,1,0.5,5103.85,"1,199.40","2,398.81","2,551.92",0.24,7.44,0.39,0.2,0,19.72,5.14,24.87,0.7,0.35,36.2,"2,300.67",23.01,Pre-Felling,40,0,NonDipterocarp,27
2726,XANTEU,17,1,78.5,70.1,2017.00,0,Dead,Dead,0,Dead,,,32,32,16,0,0,0,0,0,0,0,0,0.11,0,164.61,164.72,0,0,0,0,0,,0,15,NonDipterocarp,0
2727,GANUSN,17,1,79,70.4,2017.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,0,NonDipterocarp,0
2728,EUGEPU,17,1,71.8,68.2,2017.00,14.9,Understory,Alive,51,Intermediate,,,4,4,2,545.75,128.25,256.5,272.88,0.03,0.8,0.13,0.07,0.01,6.6,20.58,27.19,0.2,0.1,20,142.67,1.43,Pre-Felling,0,0,NonDipterocarp,16
2728A,NEPHCO,17,1,72.5,67,2017.00,11.8,Understory,Alive,33,Intermediate,,,5,5,2.5,333.13,78.29,156.57,166.57,0.02,0.49,0.1,0.05,0.02,5.23,25.72,30.97,0.1,0.05,17,76.06,0.76,Pre-Felling,0,0,NonDipterocarp,15
2729,SHORM1,17,1,74.3,66.9,2017.00,26.8,Understory,Alive,51,Intermediate,,,42,42,21,37932.38,"8,914.11","17,828.22","18,966.19",1.78,55.27,0.24,0.12,0.14,11.88,216.05,228.06,0.6,0.3,28.5,657.79,6.58,Pre-Felling,50,10,Dipterocarp,21
2730,CYATRA,17,1,71.8,64.5,2017.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.02,0,36.01,36.03,0,0,0,0,0,,0,0,NonDipterocarp,0
2731,BACCRE,17,1,71.3,62.3,2017.00,16.8,Understory,Alive,51,Intermediate,,,10,10,5,1987.9,467.16,934.31,993.95,0.09,2.9,0.15,0.07,0.03,7.44,51.44,58.92,0.1,0.05,21.7,196.29,1.96,Pre-Felling,50,0,NonDipterocarp,17
2732,PORTAN,17,1,74.6,61.1,2017.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,NonDipterocarp,0
2732A,AAAAAA,17,1,0,0,2017.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2733,DRYPLO,17,1,72.7,60.2,2017.00,14.6,Understory,Alive,52,Intermediate,,,17,17,8.5,2177.24,511.65,"1,023.30","1,088.62",0.1,3.17,0.13,0.06,0.06,6.47,87.45,93.97,0.6,0.3,19.7,135.12,1.35,Pre-Felling,0,0,NonDipterocarp,16
2734,VATIBE,18,1,49.3,62.9,2017.00,18.7,Understory,Alive,50,Intermediate,,,11,11,5.5,3073.3,722.23,"1,444.45","1,536.65",0.14,4.48,0.17,0.08,0.04,8.29,56.58,64.91,0.5,0.25,23.2,260.25,2.6,Pre-Felling,50,4,NonDipterocarp,18
2735,EUGEC1,18,1,51.9,63.8,2017.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.05,0,82.3,82.36,0,0,0,0,0,,0,0,NonDipterocarp,0
2735A,MONOMA,18,1,0,0,2017.00,0,Dead,Dead,0,Dead,,,30,30,15,0,0,0,0,0,0,0,0,0.1,0,154.32,154.42,0,0,0,0,0,,0,11,NonDipterocarp,0
2736,XANTRU,18,1,45.9,63.6,2017.00,24,Understory,Alive,53,Intermediate,,,8,8,4,5017.31,"1,179.07","2,358.13","2,508.65",0.24,7.31,0.21,0.11,0.03,10.63,41.15,51.81,0,0,26.9,496.67,4.97,Pre-Felling,50,6,NonDipterocarp,20
2736A,MACALO,18,1,45,62.3,2017.00,11.1,Understory,Alive,5,Young,,,34,34,17,1883.28,442.57,885.14,941.64,0.09,2.74,0.1,0.05,0.11,4.92,174.9,179.93,0.1,0.05,16.3,64.37,0.64,Pre-Felling,0,0,NonDipterocarp,15
2737,EUGEO1,18,1,45.8,64.9,2017.00,56,Canopy,Alive,60,Mature,,,2,2,1,23069.2,"5,421.26","10,842.52","11,534.60",1.08,33.61,0.5,0.25,0.01,24.81,10.29,35.11,0.2,0.1,39.5,"3,975.42",39.75,Pre-Felling,30,0,NonDipterocarp,31
2737A,SHORM2,18,1,46.2,66.2,2017.00,14.1,Understory,Alive,5,Young,,,28,28,14,3218.73,756.4,"1,512.80","1,609.36",0.15,4.69,0.12,0.06,0.09,6.25,144.03,150.37,0.3,0.15,19.3,123.07,1.23,Pre-Felling,0,0,Dipterocarp,16
2738,BEILM2,18,1,46.9,65.6,2017.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,7,NonDipterocarp,0
2738A,DACRRO,18,1,48,64,2017.00,11.6,Understory,Alive,5,Young,,,9,9,4.5,569.39,133.81,267.61,284.69,0.03,0.83,0.1,0.05,0.03,5.14,46.3,51.47,0.1,0.05,16.8,72.6,0.73,Pre-Felling,0,7,NonDipterocarp,15
2739,MESURA,18,1,42.1,71.7,2017.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.05,0,82.3,82.36,0,0,0,0,0,,0,0,NonDipterocarp,0
2740,CANTDI,18,1,41.4,71.6,2017.00,0,Dead,Dead,0,,,,14,14,7,0,0,0,0,0,0,0,0,0.05,0,72.02,72.06,-20.5,-10.25,0,0,0,,0,0,NonDipterocarp,0
2740A,NEPHER,18,1,0,0,2017.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.02,0,25.72,25.74,0,0,0,0,0,,0,0,NonDipterocarp,0
2740B,CANTDI,18,1,42.4,70.4,2017.00,14.6,Understory,Alive,33,Intermediate,,,14,14,7,1793.02,421.36,842.72,896.51,0.08,2.61,0.13,0.06,0.05,6.47,72.02,78.53,0.1,0.05,19.7,135.12,1.35,Pre-Felling,0,0,NonDipterocarp,16
2741,BARRPE,18,1,43.1,75.9,2017.00,17.2,Understory,Alive,50,Intermediate,,,7,7,3.5,1499.01,352.27,704.53,749.5,0.07,2.18,0.15,0.08,0.02,7.62,36.01,43.65,0,0,22,208.88,2.09,Pre-Felling,50,5,NonDipterocarp,17
2741A,SHORL2,18,1,41.5,78.2,2017.00,58.7,Canopy,Alive,46,Intermediate,,,7,7,3.5,95643.02,"22,476.11","44,952.22","47,821.51",4.5,139.35,0.52,0.26,0.02,26.01,36.01,62.04,1.4,0.7,40.1,"4,440.01",44.4,Pre-Felling,30,13,Dipterocarp,32
2742,DIOSBU,18,1,54,72.2,2017.00,15.2,Understory,Alive,51,Intermediate,,,10,10,5,1451.88,341.19,682.38,725.94,0.07,2.12,0.13,0.07,0.03,6.74,51.44,58.21,0.1,0.05,20.3,150.47,1.5,Pre-Felling,50,0,NonDipterocarp,16
2742A,POL1RU,18,1,51.8,73,2017.00,10.4,Understory,Alive,5,Young,,,3,3,1.5,136.7,32.12,64.25,68.35,0.01,0.2,0.09,0.05,0.01,4.61,15.43,20.05,0.2,0.1,15.5,53.85,0.54,Pre-Felling,0,0,NonDipterocarp,15
2743,MONOMA,18,1,54,71.4,2017.00,34.2,Canopy,Alive,56,Intermediate,,,30,30,15,61595.12,"14,474.85","28,949.70","30,797.56",2.89,89.74,0.3,0.15,0.1,15.15,154.32,169.57,0.6,0.3,32.2,"1,210.62",12.11,Pre-Felling,40,11,NonDipterocarp,23
2743A,GIROPA,18,1,48.4,71.7,2017.00,11.4,Understory,Alive,38,Intermediate,,,5,5,2.5,300.13,70.53,141.06,150.07,0.01,0.44,0.1,0.05,0.02,5.05,25.72,30.79,0.1,0.05,16.6,69.24,0.69,Pre-Felling,0,6,NonDipterocarp,15
2744,ALPHMA,18,1,56.1,72.7,2017.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2745,SHORM2,18,1,57.3,73,2017.00,93.3,Emergent,Alive,78,Mature,,,28,28,14,2113017.16,"496,559.03","993,118.07","1,056,508.58",99.31,"3,078.67",0.83,0.41,0.09,41.34,144.03,185.47,0.1,0.05,46,"12,845.74",128.46,Pre-Felling,20,0,Dipterocarp,45
2746,CANALT,18,1,56.4,71.4,2017.00,0,Dead,Dead,0,Dead,,,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,7,NonDipterocarp,0
2747,ANTICO,18,1,57.8,73.4,2017.00,20.5,Understory,Alive,46,Intermediate,,,3,3,1.5,1126.01,264.61,529.23,563.01,0.05,1.64,0.18,0.09,0.01,9.08,15.43,24.53,0.1,0.05,24.5,330.77,3.31,Pre-Felling,50,0,NonDipterocarp,18
2748,GIRONE,18,1,53.2,77.8,2017.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2748A,GARCEU,18,1,48.3,77.5,2017.00,44,Canopy,Alive,46,Intermediate,,,1,1,0.5,4905.72,"1,152.84","2,305.69","2,452.86",0.23,7.15,0.39,0.19,0,19.5,5.14,24.64,1.4,0.7,36,"2,238.91",22.39,Pre-Felling,40,0,NonDipterocarp,27
2748B,CYATRA,18,1,47.7,77.4,2017.00,18.3,Understory,Alive,5,Young,,,7,7,3.5,1825.31,428.95,857.9,912.65,0.09,2.66,0.16,0.08,0.02,8.11,36.01,44.14,0.5,0.25,22.9,245.91,2.46,Pre-Felling,50,0,NonDipterocarp,17
2749,ARTOLO,18,1,55.1,76.2,2017.00,20,Understory,Alive,2,Young,,,4,4,2,1386.45,325.82,651.63,693.23,0.07,2.02,0.18,0.09,0.01,8.86,20.58,29.45,20,10,24.2,310.19,3.1,Pre-Felling,50,0,NonDipterocarp,18
2749A,PAYELU,18,1,54,76,2017.00,12.1,Understory,Alive,5,Young,,,12,12,6,862.83,202.77,405.53,431.42,0.04,1.26,0.11,0.05,0.04,5.36,61.73,67.13,0,0,17.3,81.43,0.81,Pre-Felling,0,8,NonDipterocarp,15
2749B,PAROVA,18,1,53.2,76.2,2017.00,12,Understory,Alive,5,Young,,,7,7,3.5,490.79,115.33,230.67,245.39,0.02,0.72,0.11,0.05,0.02,5.32,36.01,41.35,0.1,0.05,17.2,79.61,0.8,Pre-Felling,0,6,NonDipterocarp,15
2750,PIMEGR,18,1,58.2,79.4,2017.00,0,Dead,Dead,0,Dead,,,21,21,10.5,0,0,0,0,0,0,0,0,0.07,0,108.02,108.09,0,0,0,0,0,,0,0,NonDipterocarp,0
2751,PAROVA,18,1,58.5,68.4,2017.00,14.5,Understory,Alive,46,Intermediate,,,7,7,3.5,877.57,206.23,412.46,438.79,0.04,1.28,0.13,0.06,0.02,6.42,36.01,42.46,0.1,0.05,19.7,132.66,1.33,Pre-Felling,0,6,NonDipterocarp,16
2752,HOPEME,18,1,58.2,68.1,2017.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.09,0,133.74,133.83,0,0,0,0,0,,0,0,NonDipterocarp,0
2752A,DIOSAP,18,1,56.2,68.8,2017.00,13.9,Understory,Alive,33,Intermediate,,,7,7,3.5,769.91,180.93,361.86,384.95,0.04,1.12,0.12,0.06,0.02,6.16,36.01,42.19,-1.8,-0.9,19.1,118.44,1.18,Pre-Felling,0,8,NonDipterocarp,16
2752B,SHORL2,18,1,0,0,2017.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.02,0,36.01,36.03,0,0,0,0,0,,0,13,Dipterocarp,0
2753,EUGEPU,18,1,59.5,62.2,2017.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2754,VATIBE,19,1,26.2,61,2017.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,4,NonDipterocarp,0
2754A,POL1SC,19,1,0,0,2017.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2754B,MEL1AN,19,1,23.5,62.6,2017.00,10.6,Understory,Alive,5,Young,,,2,2,1,96.47,19.78,45.34,42.08,0,0.14,0.09,0.05,0.01,4.7,10.29,14.99,0,0,15.7,56.74,0.57,Pre-Felling,0,7,NonDipterocarp,15
2755,HOPEME,19,1,29.9,66.6,2017.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.09,0,133.74,133.83,0,0,0,0,0,,0,0,NonDipterocarp,0
2756,CHISTO,19,1,28.3,68,2017.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2757,XANTEU,19,1,29.7,71.5,2017.00,0,Dead,Dead,0,Dead,,,32,32,16,0,0,0,0,0,0,0,0,0.11,0,164.61,164.72,0,0,0,0,0,,0,15,NonDipterocarp,0
2758,CROTAR,19,1,28,71.5,2017.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.05,0,82.3,82.36,0,0,0,0,0,,0,0,NonDipterocarp,0
2760,XANTEU,19,1,25,73.7,2017.00,0,Dead,Dead,0,Dead,,,32,32,16,0,0,0,0,0,0,0,0,0.11,0,164.61,164.72,0,0,0,0,0,,0,15,NonDipterocarp,0
2761,SHORP2,19,1,23.6,75.1,2017.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,Dipterocarp,0
2762,LITHEW,19,1,20.4,78.5,2017.00,0,Dead,Dead,0,Dead,,,6,6,3,0,0,0,0,0,0,0,0,0.02,0,30.86,30.88,0,0,0,0,0,,0,0,NonDipterocarp,0
2763,XERONO,19,1,25.6,78.7,2017.00,25.2,Understory,Alive,53,Intermediate,,,21,21,10.5,15466.57,"3,634.64","7,269.29","7,733.29",0.73,22.53,0.22,0.11,0.07,11.17,108.02,119.26,0.9,0.45,27.6,562.58,5.63,Pre-Felling,50,11,NonDipterocarp,20
2763A,EUGEP4,19,1,24.2,77.6,2017.00,25.5,Understory,Alive,33,Intermediate,,,1,1,0.5,765.88,179.98,359.96,382.94,0.04,1.12,0.23,0.11,0,11.3,5.14,16.45,0.9,0.45,27.8,579.79,5.8,Pre-Felling,50,8,NonDipterocarp,20
2763B,ARTOKE,19,1,26.2,75.4,2017.00,11.1,Understory,Alive,5,Young,,,2,2,1,110.78,22.71,52.07,48.32,0.01,0.16,0.1,0.05,0.01,4.92,10.29,15.21,-3,-1.5,16.3,64.37,0.64,Pre-Felling,0,12,NonDipterocarp,15
2764,CROTAR,19,1,26.9,79.1,2017.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.05,0,82.3,82.36,0,0,0,0,0,,0,0,NonDipterocarp,0
2765,XANTGR,19,1,30.8,78.4,2017.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,5,NonDipterocarp,0
