TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
2923,SHORM1,25,1,82.7,95.2,2019,19.2,Understory,6-11,Alive,52,Intermediate,21.00,"12,768.47",0.60,0.17,0.09,"4,200.00",8.51,"2,100.00","6,308.51",0.70,0.35,23.6,10
2924,EUGEC1,25,1,83.4,96.1,2019,17.4,Understory,6-11,Alive,48,Intermediate,8.00,"3,554.11",0.17,0.15,0.08,"1,600.00",7.71,800.00,"2,407.71",0.60,0.30,22.2,0
2925,DIPTC1,25,1,85.0,97.6,2019,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2926,SHORP2,25,1,85.5,98.1,2019,67.3,Emergent,>24,Alive,66,Mature,11.50,"516,174.35",24.26,0.60,0.30,"2,300.00",29.82,"1,150.00","3,479.82",2.50,1.25,42.0,0
2927,GIRONE,25,1,86.8,95.3,2019,14.9,Understory,6-11,Alive,52,Intermediate,6.00,"1,637.26",0.08,0.13,0.07,"1,200.00",6.60,600.00,"1,806.60",0.10,0.05,20.0,0
2928,NEPHCO,25,1,90.4,97.5,2019,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2929,DIPTC1,25,1,90.5,95.1,2019,22.2,Understory,6-11,Alive,55,Intermediate,13.50,"13,121.66",0.62,0.20,0.10,"2,700.00",9.84,"1,350.00","4,059.84",0.10,0.05,25.7,6
2930,CANALR,25,1,93.1,95.1,2019,61.7,Emergent,>24,Alive,67,Mature,4.00,"130,881.57",6.15,0.55,0.27,800.00,27.34,400.00,"1,227.34",0.00,0.00,40.8,0
2931,DYERCO,25,1,93.5,95.4,2019,41.4,Canopy,12-17,Alive,63,Mature,1.00,"7,932.04",0.37,0.37,0.18,200.00,18.34,100.00,318.34,-0.30,-0.15,35.1,0
2932,INTSPA,25,1,91.4,93.7,2019,23.9,Understory,6-11,Alive,56,Intermediate,3.00,"3,711.73",0.17,0.21,0.11,600.00,10.59,300.00,910.59,-0.20,-0.10,26.8,0
2933,EUGESP,25,1,91.8,93.7,2019,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2933A,SHORM1,25,1,92.0,93.3,2019,12.5,Understory,1-5,Alive,35,Intermediate,21.00,"3,334.39",0.16,0.11,0.06,"4,200.00",5.54,"2,100.00","6,305.54",0.30,0.15,17.7,10
2934,SCA1SP,25,1,95.5,96.4,2019,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2935,DIPTC1,25,1,97.6,94.5,2019,21.3,Understory,6-11,Alive,52,Intermediate,13.50,"11,470.40",0.54,0.19,0.09,"2,700.00",9.44,"1,350.00","4,059.44",0.80,0.40,25.1,6
2935A,ALANEB,25,1,97.0,94.2,2019,14.2,Understory,6-11,Alive,7,Young,4.50,"1,057.48",0.05,0.13,0.06,900.00,6.29,450.00,"1,356.29",0.50,0.25,19.4,5
2935B,DIOSBU,25,1,97.3,95.5,2019,13.4,Understory,1-5,Alive,7,Young,5.00,982.40,0.05,0.12,0.06,"1,000.00",5.94,500.00,"1,505.94",0.80,0.40,18.6,0
2935C,XERONO,25,1,99.8,93.0,2019,11.3,Understory,1-5,Alive,7,Young,10.50,"1,227.49",0.06,0.10,0.05,"2,100.00",5.01,"1,050.00","3,155.01",-1.60,-0.80,16.5,11
2935D,ARCHBU,25,1,96.4,94.1,2019,12.3,Understory,1-5,Alive,7,Young,11.50,"1,738.35",0.08,0.11,0.05,"2,300.00",5.45,"1,150.00","3,455.45",1.30,0.65,17.5,0
2936,SCA2MA,25,1,97.7,98.9,2019,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2937,BACCRA,25,1,96.8,90.7,2019,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2938,CANTDI,25,1,96.8,87.0,2019,0.0,Dead,0,Dead,0,Dead,7.00,0.00,0.00,0.00,0.00,"1,400.00",0.00,700.00,"2,100.00",0.00,0.00,0.0,0
2939,MONOMA,25,1,98.4,86.7,2019,0.0,Dead,0,Dead,0,Dead,15.00,0.00,0.00,0.00,0.00,"3,000.00",0.00,"1,500.00","4,500.00",0.00,0.00,0.0,11
2939A,QUERAR,25,1,99.6,82.3,2019,36.4,Canopy,12-17,Alive,48,Intermediate,4.50,"22,874.19",1.08,0.32,0.16,900.00,16.13,450.00,"1,366.13",1.70,0.85,33.2,0
2939B,ELAEFE,25,1,0.0,0.0,2019,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,6
2940,ELATTA,26,2,80.0,100.0,2019,42.2,Canopy,12-17,Alive,60,Mature,3.50,"29,676.27",1.39,0.37,0.19,700.00,18.70,350.00,"1,068.70",0.40,0.20,35.4,9
2940A,PORTAN,26,2,80.9,101.3,2019,23.3,Understory,6-11,Alive,35,Intermediate,11.50,"13,090.18",0.62,0.21,0.10,"2,300.00",10.32,"1,150.00","3,460.32",1.40,0.70,26.4,0
2940B,HOPEDR,26,2,83.6,104.4,2019,15.1,Understory,6-11,Alive,7,Young,3.50,995.60,0.05,0.13,0.07,700.00,6.69,350.00,"1,056.69",1.30,0.65,20.2,0
2941,DIPTC1,26,2,88.8,105.1,2019,37.5,Canopy,12-17,Alive,58,Intermediate,13.50,"76,021.93",3.57,0.33,0.17,"2,700.00",16.62,"1,350.00","4,066.62",-0.30,-0.15,33.6,6
2941A,ARCHBU,26,2,89.0,106.0,2019,17.4,Understory,6-11,Alive,7,Young,11.50,"5,109.03",0.24,0.15,0.08,"2,300.00",7.71,"1,150.00","3,457.71",1.00,0.50,22.2,0
2942,MEMEMI,26,2,88.6,108.1,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,7
2943,MEMEMI,26,2,88.3,109.5,2019,22,Understory,6-11,Alive,52,Intermediate,3.50,"3,303.14",0.16,0.19,0.10,700.00,9.75,350.00,"1,059.75",0.50,0.25,25.6,7
2943A,MEZZLE,26,2,89.2,108.8,2019,14.4,Understory,6-11,Alive,35,Intermediate,1.50,368.11,0.02,0.13,0.06,300.00,6.38,150.00,456.38,-0.10,-0.05,19.6,0
2943B,PTYCCO,26,2,89.4,108.7,2019,10.8,Understory,1-5,Alive,7,Young,7.00,714.19,0.03,0.10,0.05,"1,400.00",4.79,700.00,"2,104.79",0.00,0.00,16.0,0
2944,SHORAC,26,2,83.7,111.6,2019,0.0,Dead,0,Dead,0,Dead,8.50,0.00,0.00,0.00,0.00,"1,700.00",0.00,850.00,"2,550.00",0.00,0.00,0.0,0
2945,DIPLMA,26,2,81.3,107.7,2019,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2946,SANTTO,26,2,89.9,114.6,2019,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2947,ONCOMO,26,2,90.4,112.5,2019,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,0
2948,GIRONE,26,2,81.7,118.6,2019,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2949,LANSDO,26,2,85.1,119.5,2019,54.6,Canopy,18-23,Alive,61,Mature,6.50,"136,943.46",6.44,0.48,0.24,"1,300.00",24.19,650.00,"1,974.19",2.10,1.05,39.1,0
2949A,ALANEB,26,2,84.5,118.0,2019,14.7,Understory,6-11,Alive,28,Intermediate,4.50,"1,177.37",0.06,0.13,0.07,900.00,6.51,450.00,"1,356.51",0.00,0.00,19.8,5
2949B,PIMEGR,26,2,0.0,0.0,2019,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2949C,GREWLA,26,2,0.0,0.0,2019,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,7
2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.00,"2,667.33",0.13,0.19,0.10,600.00,9.57,300.00,909.57,-0.30,-0.15,25.3,0
2950A,OCHAAM,26,2,91.1,118.5,2019,11.7,Understory,1-5,Alive,7,Young,10.00,"1,298.61",0.06,0.10,0.05,"2,000.00",5.18,"1,000.00","3,005.18",0.20,0.10,16.9,0
2951,XERONO,26,2,92.9,117.8,2019,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,11
2952,CHRYLA,26,2,97.4,119.4,2019,36.5,Canopy,12-17,Alive,59,Intermediate,0.50,"2,565.64",0.12,0.32,0.16,100.00,16.17,50.00,166.17,0.80,0.40,33.2,0
2953,ELAERU,26,2,98.4,119.9,2019,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,-16.80,-8.40,0.0,0
2954,BUCHSE,26,2,99.3,117.5,2019,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2954A,DRYPPE,26,2,98.9,116.9,2019,11.3,Understory,1-5,Alive,40,Intermediate,0.50,58.45,0.00,0.10,0.05,100.00,5.01,50.00,155.01,0.00,0.00,16.5,0
2955,DILLSU,26,2,99.3,115.4,2019,16.7,Understory,6-11,Alive,53,Intermediate,2.00,780.32,0.04,0.15,0.07,400.00,7.40,200.00,607.40,-0.10,-0.05,21.6,0
2956,ARTOFU,26,2,98.3,112.8,2019,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2957,APORPR,26,2,95.7,111.9,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2957A,MONOMA,26,2,94.4,111.8,2019,33.4,Canopy,12-17,Alive,40,Intermediate,15.00,"56,822.12",2.67,0.30,0.15,"3,000.00",14.80,"1,500.00","4,514.80",1.00,0.50,31.9,11
2958,DIPTC1,26,2,95.5,111.5,2019,58.4,Canopy,18-23,Alive,60,Mature,13.50,"362,158.55",17.02,0.52,0.26,"2,700.00",25.88,"1,350.00","4,075.88",1.70,0.85,40.1,6
2959,BACCPA,26,2,92.3,112.2,2019,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,13
2960,MEMEO2,26,2,92.4,110.2,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2961,RYPAKU,26,2,100.0,107.3,2019,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,0
2961A,POL1GL,26,2,95.9,108.8,2019,30.6,Canopy,12-17,Alive,48,Intermediate,0.50,"1,407.92",0.07,0.27,0.14,100.00,13.56,50.00,163.56,2.10,1.05,30.5,0
2962,KOILLO,26,2,98.9,100.3,2019,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2962A,MONOMA,26,2,96.6,102.3,2019,27.7,Understory,6-11,Alive,48,Intermediate,15.00,"30,245.31",1.42,0.25,0.12,"3,000.00",12.27,"1,500.00","4,512.27",0.80,0.40,29.0,11
2962B,MEMEAM,26,2,98.2,101.2,2019,10.7,Understory,1-5,Alive,4,Young,3.00,297.66,0.01,0.09,0.05,600.00,4.74,300.00,904.74,0.20,0.10,15.8,0
2963,SHORL2,26,2,93.0,101.0,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,13
2963A,APORAU,26,2,92.3,103.5,2019,14.9,Understory,6-11,Alive,28,Intermediate,2.00,545.75,0.03,0.13,0.07,400.00,6.60,200.00,606.60,0.60,0.30,20.0,6
2964,CROTLA,27,2,60.6,102.5,2019,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
2964A,CALOTE,27,2,60.8,100.3,2019,22.1,Understory,6-11,Alive,48,Intermediate,3.00,"2,873.37",0.14,0.20,0.10,600.00,9.79,300.00,909.79,1.10,0.55,25.6,0
2965,ALANRI,27,2,64.2,104.1,2019,13.1,Understory,1-5,Alive,48,Intermediate,8.00,"1,466.20",0.07,0.12,0.06,"1,600.00",5.80,800.00,"2,405.80",0.10,0.05,18.3,9
2965A,DACRR1,27,2,62.2,101.8,2019,10.7,Understory,1-5,Alive,4,Young,22.00,"2,182.87",0.10,0.09,0.05,"4,400.00",4.74,"2,200.00","6,604.74",-0.10,-0.05,15.8,0
2966,SHORM2,27,2,68.3,104.2,2019,27.1,Understory,6-11,Alive,54,Intermediate,14.00,"26,242.26",1.23,0.24,0.12,"2,800.00",12.01,"1,400.00","4,212.01",1.20,0.60,28.7,0
2967,EUGEPU,27,2,69.1,108.0,2019,18,Understory,6-11,Alive,53,Intermediate,2.00,989.54,0.05,0.16,0.08,400.00,7.98,200.00,607.98,0.30,0.15,22.6,0
2967A,BUCHSE,27,2,70.6,107.6,2019,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2967B,OCHAAM,27,2,79.2,109.4,2019,15.8,Understory,6-11,Alive,35,Intermediate,10.00,"3,277.66",0.15,0.14,0.07,"2,000.00",7.00,"1,000.00","3,007.00",0.60,0.30,20.8,0
2967C,SINDWA,27,2,66.4,107.5,2019,15.2,Understory,6-11,Alive,7,Young,1.50,435.56,0.02,0.13,0.07,300.00,6.74,150.00,456.74,0.30,0.15,20.3,8
2967D,BACCPY,27,2,67.0,107.3,2019,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,24
2967E,DIOSRU,27,2,70.4,109.0,2019,11,Understory,1-5,Alive,7,Young,1.00,107.81,0.01,0.10,0.05,200.00,4.87,100.00,304.87,0.10,0.05,16.2,25
2968,ACROPO,27,2,70.8,110.3,2019,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2969,NEPHER,27,2,69.0,112.4,2019,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2970,CALOTE,27,2,71.3,112.9,2019,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,-17.30,-8.65,0.0,0
2970A,BACCRE,27,2,67.1,112.9,2019,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,0
2971,LEPISE,27,2,71.6,115.2,2019,30.3,Canopy,12-17,Alive,55,Intermediate,5.50,"14,981.34",0.70,0.27,0.13,"1,100.00",13.43,550.00,"1,663.43",1.00,0.50,30.4,0
2971A,SYMPAD,27,2,72.0,114.5,2019,17.4,Understory,6-11,Alive,35,Intermediate,0.50,222.13,0.01,0.15,0.08,100.00,7.71,50.00,157.71,0.00,0.00,22.2,0
2972,XYLOM2,27,2,63.7,114.9,2019,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2973,KIBAAR,27,2,63.0,113.8,2019,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2974,SHORM2,27,2,61.2,109.2,2019,32.8,Canopy,12-17,Alive,59,Intermediate,14.00,"49,863.91",2.34,0.29,0.15,"2,800.00",14.53,"1,400.00","4,214.53",0.80,0.40,31.6,0
2975,NEOBHE,27,2,63.8,117.4,2019,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,0
2976,SHORM2,27,2,63.3,120.0,2019,0.0,Dead,0,Dead,0,Dead,14.00,0.00,0.00,0.00,0.00,"2,800.00",0.00,"1,400.00","4,200.00",0.00,0.00,0.0,0
2976A,BUCHSE,27,2,60.5,119.2,2019,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2977,LITHCU,27,2,66.7,119.9,2019,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2978,SAR1GR,27,2,67.1,117.4,2019,74.2,Emergent,>24,Alive,67,Mature,5.00,"321,143.52",15.09,0.66,0.33,"1,000.00",32.88,500.00,"1,532.88",0.50,0.25,43.2,9
2978A,SCA2MA,27,2,68.1,117.2,2019,18.3,Understory,6-11,Alive,35,Intermediate,4.00,"2,086.07",0.10,0.16,0.08,800.00,8.11,400.00,"1,208.11",0.50,0.25,22.9,0
2979,APORNI,27,2,74.0,115.5,2019,13.2,Understory,1-5,Alive,52,Intermediate,1.00,187.60,0.01,0.12,0.06,200.00,5.85,100.00,305.85,-0.10,-0.05,18.4,0
2980,ALPHMA,27,2,73.9,119.5,2019,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2980A,DACRR1,27,2,0.0,0.0,2019,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
2980B,MEMEMI,27,2,74.5,118.2,2019,13.2,Understory,1-5,Alive,35,Intermediate,3.50,656.62,0.03,0.12,0.06,700.00,5.85,350.00,"1,055.85",0.00,0.00,18.4,7
2980C,KNEMLA,27,2,72.1,118.4,2019,12.1,Understory,1-5,Alive,7,Young,4.00,575.22,0.03,0.11,0.05,800.00,5.36,400.00,"1,205.36",0.80,0.40,17.3,0
2981,XERONO,27,2,74.7,113.5,2019,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,11
2982,ANI1LA,27,2,78.8,110.3,2019,33.6,Canopy,12-17,Alive,55,Intermediate,5.50,"21,262.58",1.00,0.30,0.15,"1,100.00",14.89,550.00,"1,664.89",1.00,0.50,32.0,0
2982A,KNEMPA,27,2,79.2,119.2,2019,14.1,Understory,6-11,Alive,35,Intermediate,1.00,229.91,0.01,0.12,0.06,200.00,6.25,100.00,306.25,0.20,0.10,19.3,0
2982B,HOPEME,27,2,78.6,118.0,2019,12.8,Understory,1-5,Alive,7,Young,13.00,"2,219.30",0.10,0.11,0.06,"2,600.00",5.67,"1,300.00","3,905.67",0.10,0.05,18.0,0
2983,DACRR1,27,2,78.8,119.6,2019,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
2984,PTEREC,27,2,78.8,110.1,2019,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2985,CALOWA,27,2,74.1,109.1,2019,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,11
2986,PORTAN,27,2,78.2,105.2,2019,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2987,PIMEGR,27,2,75.5,101.7,2019,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2987A,SHORM1,27,2,76.6,102.8,2019,33.5,Canopy,12-17,Alive,28,Intermediate,21.00,"80,364.61",3.78,0.30,0.15,"4,200.00",14.84,"2,100.00","6,314.84",2.50,1.25,31.9,10
2987B,HOPEME,27,2,76.0,103.5,2019,16.6,Understory,6-11,Alive,7,Young,13.00,"4,976.88",0.23,0.15,0.07,"2,600.00",7.36,"1,300.00","3,907.36",0.80,0.40,21.5,0
2987C,PEN2ST,27,2,74.8,104.8,2019,18.2,Understory,6-11,Alive,7,Young,0.50,256.24,0.01,0.16,0.08,100.00,8.06,50.00,158.06,-0.10,-0.05,22.8,0
2987D,GIROPA,27,2,77.0,100.8,2019,13.1,Understory,1-5,Alive,4,Young,2.50,458.19,0.02,0.12,0.06,500.00,5.80,250.00,755.80,0.60,0.30,18.3,6
2988,PEN1MO,27,2,72.2,100.0,2019,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2990,MONOMA,28,2,42.8,103.9,2019,19.6,Understory,6-11,Alive,58,Intermediate,15.00,"9,744.21",0.46,0.17,0.09,"3,000.00",8.68,"1,500.00","4,508.68",1.60,0.80,23.9,11
2991,MEMEMI,28,2,44.3,104.9,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,7
2991A,POL1JE,28,2,0.0,0.0,2019,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2992,IXONIC,28,2,46.2,104.5,2019,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2992A,BOUEMA,28,2,45.4,104.7,2019,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,-11.20,-5.60,0.0,14
2993,INTSPA,28,2,49.8,103.8,2019,44.4,Canopy,12-17,Alive,65,Mature,3.00,"30,382.53",1.43,0.39,0.20,600.00,19.67,300.00,919.67,-1.10,-0.55,36.2,0
2993A,CYNOMA,28,2,49.2,103.2,2019,18.3,Understory,6-11,Alive,35,Intermediate,5.00,"2,607.58",0.12,0.16,0.08,"1,000.00",8.11,500.00,"1,508.11",0.70,0.35,22.9,0
2995,GANUSN,28,2,49.6,100.3,2019,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2996,ARCHBU,28,2,50.8,101.1,2019,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2997,XANTEU,28,2,47.4,110.0,2019,0.0,Dead,0,Dead,0,Dead,16.00,0.00,0.00,0.00,0.00,"3,200.00",0.00,"1,600.00","4,800.00",0.00,0.00,0.0,15
2998,XANTEU,28,2,49.9,108.2,2019,15.7,Understory,6-11,Alive,54,Intermediate,16.00,"5,140.92",0.24,0.14,0.07,"3,200.00",6.96,"1,600.00","4,806.96",-0.30,-0.15,20.7,15
2998A,XANTEU,28,2,40.0,100.0,2019,11.2,Understory,1-5,Alive,40,Intermediate,16.00,"1,821.01",0.09,0.10,0.05,"3,200.00",4.96,"1,600.00","4,804.96",-0.20,-0.10,16.4,15
2999,APORAR,28,2,49.5,108.3,2019,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,16
3000,NEPHER,28,2,41.6,108.3,2019,18.5,Understory,6-11,Alive,54,Intermediate,2.50,"1,349.79",0.06,0.16,0.08,500.00,8.20,250.00,758.20,-0.40,-0.20,23.0,0
3000A,CROTLA,28,2,42.2,105.8,2019,16.3,Understory,6-11,Alive,4,Young,11.00,"3,976.10",0.19,0.14,0.07,"2,200.00",7.22,"1,100.00","3,307.22",0.40,0.20,21.2,5
3001,DACRR1,28,2,42.6,116.5,2019,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
3001A,CASTME,28,2,40.4,118.0,2019,13.5,Understory,1-5,Alive,7,Young,2.50,502.57,0.02,0.12,0.06,500.00,5.98,250.00,755.98,0.60,0.30,18.7,0
3002,SHORM2,28,2,44.3,115.9,2019,14.8,Understory,6-11,Alive,48,Intermediate,14.00,"3,741.01",0.18,0.13,0.07,"2,800.00",6.56,"1,400.00","4,206.56",0.10,0.05,19.9,0
3002A,LITHWA,28,2,44.7,113.1,2019,33.6,Canopy,12-17,Alive,35,Intermediate,1.50,"5,798.88",0.27,0.30,0.15,300.00,14.89,150.00,464.89,1.20,0.60,32.0,0
3002B,CALOSO,28,2,47.6,113.1,2019,11.1,Understory,1-5,Alive,7,Young,0.50,55.39,0.00,0.10,0.05,100.00,4.92,50.00,154.92,0.30,0.15,16.3,0
3002C,PIMEGR,28,2,48.4,115.2,2019,14.3,Understory,6-11,Alive,7,Young,10.50,"2,521.69",0.12,0.13,0.06,"2,100.00",6.34,"1,050.00","3,156.34",0.10,0.05,19.5,0
3003,CALOWA,28,2,48.7,117.1,2019,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,11
3003A,RYPAKU,28,2,48.4,111.4,2019,12.4,Understory,1-5,Alive,28,Intermediate,11.00,"1,704.31",0.08,0.11,0.05,"2,200.00",5.49,"1,100.00","3,305.49",0.10,0.05,17.6,0
3003B,SINDEC,28,2,48.6,115.2,2019,19.4,Understory,6-11,Alive,28,Intermediate,1.00,628.57,0.03,0.17,0.09,200.00,8.60,100.00,308.60,0.60,0.30,23.7,0
3003C,DIPLMA,28,2,51.5,111.0,2019,16.3,Understory,6-11,Alive,7,Young,5.50,"1,988.05",0.09,0.14,0.07,"1,100.00",7.22,550.00,"1,657.22",0.20,0.10,21.2,0
3003D,BACCPY,28,2,54.6,111.5,2019,10.6,Understory,1-5,Alive,7,Young,1.50,144.71,0.01,0.09,0.05,300.00,4.70,150.00,454.70,0.10,0.05,15.7,24
3004,BUCHSE,28,2,53.8,117.3,2019,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
3005,MEMEMI,28,2,55.1,119.7,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,7
