TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan,harvested
3130C,MILLAT,33,2,50.0,137.4,2019,17.8,Understory,6-11,Alive,7,Young,5.5,"2,626.24",0.12,0.16,0.08,"1,100.00",7.89,550.00,"1,657.89",1.4,0.7,22.5,0,1
3132,ANI1LA,33,2,54.7,137.6,2019,23.7,Understory,6-11,Alive,54,Intermediate,5.5,"6,619.72",0.31,0.21,0.11,"1,100.00",10.5,550.00,"1,660.50",0.7,0.35,26.7,0,0
3132A,CRY1CA,33,2,57.4,139.6,2019,20.1,Understory,6-11,Alive,7,Young,0.5,352.23,0.02,0.18,0.09,100.00,8.91,50.00,158.91,0.8,0.4,24.2,9,0
3133,CALOWA,33,2,54.8,137.1,2019,24.5,Understory,6-11,Alive,53,Intermediate,4.0,"5,369.35",0.25,0.22,0.11,800.00,10.86,400.00,"1,210.86",0.5,0.25,27.2,11,1
3133,CALOWA,33,2,54.8,137.1,2019,24.5,Understory,6-11,Alive,53,Intermediate,4.0,"5,369.35",0.25,0.22,0.11,800.00,10.86,400.00,"1,210.86",0.5,0.25,27.2,11,1
3133A,AIDICO,33,2,57.4,139.6,2019,20.4,Understory,6-11,Alive,4,Young,2.0,"1,477.84",0.07,0.18,0.09,400.00,9.04,200.00,609.04,0.6,0.3,24.4,0,1
3133A,AIDICO,33,2,57.4,139.6,2019,20.4,Understory,6-11,Alive,4,Young,2.0,"1,477.84",0.07,0.18,0.09,400.00,9.04,200.00,609.04,0.6,0.3,24.4,0,1
3134,SHORP2,33,2,55.2,134.6,2019,96.7,Emergent,>24,Alive,79,Mature,11.5,"1,986,966.87",93.39,0.86,0.43,"2,300.00",42.85,"1,150.00","3,492.85",1.3,0.65,46.4,0,1
3134A,SHORM1,33,2,50.8,130.2,2019,13.8,Understory,1-5,Alive,4,Young,21.0,"4,517.58",0.21,0.12,0.06,"4,200.00",6.11,"2,100.00","6,306.11",0.6,0.3,19.0,10,0
3138,SAR1GR,33,2,53.8,128.6,2019,42.0,Canopy,12-17,Alive,60,Mature,5.0,"41,698.33",1.96,0.37,0.19,"1,000.00",18.61,500.00,"1,518.61",0.7,0.35,35.3,9,1
3139,ALANRI,33,2,54.3,128.6,2019,30.2,Canopy,12-17,Alive,57,Intermediate,8.0,"21,549.78",1.01,0.27,0.13,"1,600.00",13.38,800.00,"2,413.38",0.2,0.1,30.3,9,0
3141,KNEMSC,33,2,56.0,125.5,2019,21.3,Understory,6-11,Alive,53,Intermediate,7.5,"6,372.45",0.3,0.19,0.09,"1,500.00",9.44,750.00,"2,259.44",0.2,0.1,25.1,0,1
3260,PAYELU,33,2,40.0,139.6,2019,17.7,Understory,6-11,Alive,52,Intermediate,6.0,"2,814.16",0.13,0.16,0.08,"1,200.00",7.84,600.00,"1,807.84",-0.1,-0.05,22.4,8,0
3145,DIOSSI,34,2,62.2,124.6,2019,17.2,Understory,6-11,Alive,54,Intermediate,1.5,642.43,0.03,0.15,0.08,300.00,7.62,150.00,457.62,0.4,0.2,22.0,0,1
3145,DIOSSI,34,2,62.2,124.6,2019,17.2,Understory,6-11,Alive,54,Intermediate,1.5,642.43,0.03,0.15,0.08,300.00,7.62,150.00,457.62,0.4,0.2,22.0,0,1
3145A,CALODE,34,2,62.2,123.8,2019,12.3,Understory,1-5,Alive,7,Young,0.5,75.58,0.0,0.11,0.05,100.00,5.45,50.00,155.45,1.4,0.7,17.5,5,0
3145B,SCHOAC,34,2,62.0,125.6,2019,19.3,Understory,6-11,Alive,7,Young,2.0,"1,236.47",0.06,0.17,0.09,400.00,8.55,200.00,608.55,0.3,0.15,23.6,0,0
3150,ELAEFL,34,2,65.4,138.3,2019,34.7,Canopy,12-17,Alive,48,Intermediate,0.5,"2,157.48",0.1,0.31,0.15,100.00,15.38,50.00,165.38,0.3,0.15,32.5,0,1
3150A,SINDEC,34,2,63.4,129.4,2019,16.4,Understory,6-11,Alive,28,Intermediate,1.0,368.49,0.02,0.15,0.07,200.00,7.27,100.00,307.27,0.7,0.35,21.3,0,1
3150B,SANDKO,34,2,64.9,128.8,2019,13.5,Understory,1-5,Alive,7,Young,4.0,804.11,0.04,0.12,0.06,800.00,5.98,400.00,"1,205.98",0.3,0.15,18.7,2,0
3152A,SANTTO,34,2,62.4,139.8,2019,21.5,Understory,6-11,Alive,30,Intermediate,4.5,"3,941.17",0.19,0.19,0.1,900.00,9.53,450.00,"1,359.53",1.0,0.5,25.2,0,0
3158,VATIBE,34,2,79.6,134.3,2019,18.2,Understory,6-11,Alive,52,Intermediate,5.5,"2,818.69",0.13,0.16,0.08,"1,100.00",8.06,550.00,"1,658.06",0.0,0.0,22.8,4,1
3158,VATIBE,34,2,79.6,134.3,2019,18.2,Understory,6-11,Alive,52,Intermediate,5.5,"2,818.69",0.13,0.16,0.08,"1,100.00",8.06,550.00,"1,658.06",0.0,0.0,22.8,4,1
3158A,XERONO,34,2,79.5,133.2,2019,15.7,Understory,6-11,Alive,7,Young,10.5,"3,373.73",0.16,0.14,0.07,"2,100.00",6.96,"1,050.00","3,156.96",0.5,0.25,20.7,11,0
3159,DIPTC1,34,2,77.2,132.3,2019,14.9,Understory,6-11,Alive,52,Intermediate,13.5,"3,683.84",0.17,0.13,0.07,"2,700.00",6.6,"1,350.00","4,056.60",0.3,0.15,20.0,6,0
3159A,SHORM1,34,2,76.0,131.2,2019,12.2,Understory,1-5,Alive,7,Young,21.0,"3,096.47",0.15,0.11,0.05,"4,200.00",5.41,"2,100.00","6,305.41",1.0,0.5,17.4,10,0
3161A,GIROSU,34,2,72.8,129.0,2019,14.5,Understory,6-11,Alive,35,Intermediate,0.5,125.37,0.01,0.13,0.06,100.00,6.42,50.00,156.42,0.0,0.0,19.7,0,0
3161C,ALANEB,34,2,73.4,128.8,2019,14.6,Understory,6-11,Alive,7,Young,4.5,"1,152.65",0.05,0.13,0.06,900.00,6.47,450.00,"1,356.47",1.1,0.55,19.7,5,1
3162,KNEMSC,34,2,75.7,129.7,2019,23.0,Understory,6-11,Alive,54,Intermediate,7.5,"8,182.63",0.38,0.2,0.1,"1,500.00",10.19,750.00,"2,260.19",-0.3,-0.15,26.2,0,1
3164,PEN1MO,34,2,70.3,127.6,2019,39.9,Canopy,12-17,Alive,53,Intermediate,4.0,"27,910.80",1.31,0.35,0.18,800.00,17.68,400.00,"1,217.68",1.3,0.65,34.6,0,1
3164,PEN1MO,34,2,70.3,127.6,2019,39.9,Canopy,12-17,Alive,53,Intermediate,4.0,"27,910.80",1.31,0.35,0.18,800.00,17.68,400.00,"1,217.68",1.3,0.65,34.6,0,1
3164A,DRYPLO,34,2,70.6,127.8,2019,11.5,Understory,1-5,Alive,7,Young,8.5,"1,047.73",0.05,0.1,0.05,"1,700.00",5.1,850.00,"2,555.10",0.3,0.15,16.7,0,0
3164B,LANSDO,34,2,70.6,126.5,2019,12.4,Understory,1-5,Alive,7,Young,6.5,"1,007.09",0.05,0.11,0.05,"1,300.00",5.49,650.00,"1,955.49",-0.5,-0.25,17.6,0,1
3164C,MONOMA,34,2,71.4,125.9,2019,15.5,Understory,6-11,Alive,7,Young,15.0,"4,629.98",0.22,0.14,0.07,"3,000.00",6.87,"1,500.00","4,506.87",-1.3,-0.65,20.6,11,1
3165,XERONO,34,2,72.8,124.8,2019,21.7,Understory,6-11,Alive,53,Intermediate,10.5,"9,476.76",0.45,0.19,0.1,"2,100.00",9.62,"1,050.00","3,159.62",0.2,0.1,25.4,11,0
3166,XANTST,34,2,73.1,124.4,2019,59.9,Canopy,>24,Alive,61,Mature,3.5,"102,889.13",4.84,0.53,0.27,700.00,26.54,350.00,"1,076.54",1.2,0.6,40.4,0,1
3166,XANTST,34,2,73.1,124.4,2019,59.9,Canopy,>24,Alive,61,Mature,3.5,"102,889.13",4.84,0.53,0.27,700.00,26.54,350.00,"1,076.54",1.2,0.6,40.4,0,1
3168,MADHL1,34,2,77.3,125.0,2019,43.0,Canopy,12-17,Alive,56,Intermediate,1.5,"13,580.01",0.64,0.38,0.19,300.00,19.05,150.00,469.05,1.0,0.5,35.7,13,1
3169,DIPTC1,34,2,78.4,122.0,2019,79.2,Emergent,>24,Alive,75,Mature,13.5,"1,103,746.65",51.88,0.7,0.35,"2,700.00",35.09,"1,350.00","4,085.09",0.8,0.4,44.0,6,1
3169A,POL1SU,34,2,77.8,121.8,2019,14.5,Understory,6-11,Alive,7,Young,3.0,752.21,0.04,0.13,0.06,600.00,6.42,300.00,906.42,0.1,0.05,19.7,0,0
3170,SCA1SP,35,2,81.0,120.4,2019,17.0,Understory,6-11,Alive,53,Intermediate,6.0,"2,476.37",0.12,0.15,0.08,"1,200.00",7.53,600.00,"1,807.53",-0.1,-0.05,21.8,0,1
3171,XERONO,35,2,85.9,120.0,2019,20.9,Understory,6-11,Alive,52,Intermediate,10.5,"8,390.08",0.39,0.19,0.09,"2,100.00",9.26,"1,050.00","3,159.26",0.3,0.15,24.8,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11,1
3180A,BARRPE,35,2,83.7,127.4,2019,11.7,Understory,1-5,Alive,7,Young,3.5,454.51,0.02,0.1,0.05,700.00,5.18,350.00,"1,055.18",0.4,0.2,16.9,5,0
3182A,XERONO,35,2,82.5,137.6,2019,23.3,Understory,6-11,Alive,48,Intermediate,10.5,"11,951.90",0.56,0.21,0.1,"2,100.00",10.32,"1,050.00","3,160.32",0.2,0.1,26.4,11,1
3182B,XANTEU,35,2,82.0,139.6,2019,11.6,Understory,1-5,Alive,35,Intermediate,16.0,"2,024.50",0.1,0.1,0.05,"3,200.00",5.14,"1,600.00","4,805.14",0.0,0.0,16.8,15,0
3182C,CALODI,35,2,83.8,132.8,2019,13.5,Understory,1-5,Alive,7,Young,10.0,"2,010.28",0.09,0.12,0.06,"2,000.00",5.98,"1,000.00","3,005.98",0.2,0.1,18.7,5,1
3182D,NEOBHE,35,2,84.4,130.2,2019,12.8,Understory,1-5,Alive,7,Young,5.0,853.58,0.04,0.11,0.06,"1,000.00",5.67,500.00,"1,505.67",0.1,0.05,18.0,0,0
3184,BRACHO,35,2,88.8,134.8,2019,32.1,Canopy,12-17,Alive,55,Intermediate,0.5,"1,655.16",0.08,0.28,0.14,100.00,14.22,50.00,164.22,-2.3,-1.15,31.3,0,0
3184A,LITHCU,35,2,88.4,136.7,2019,61.4,Emergent,>24,Alive,40,Intermediate,5.5,"176,812.92",8.31,0.54,0.27,"1,100.00",27.21,550.00,"1,677.21",1.8,0.9,40.8,0,1
3184A,LITHCU,35,2,88.4,136.7,2019,61.4,Emergent,>24,Alive,40,Intermediate,5.5,"176,812.92",8.31,0.54,0.27,"1,100.00",27.21,550.00,"1,677.21",1.8,0.9,40.8,0,1
3184B,CYATRA,35,2,90.0,133.0,2019,11.2,Understory,1-5,Alive,7,Young,3.5,398.35,0.02,0.1,0.05,700.00,4.96,350.00,"1,054.96",0.2,0.1,16.4,0,0
3184C,CLE1SU,35,2,90.2,138.5,2019,12.1,Understory,1-5,Alive,7,Young,4.5,647.12,0.03,0.11,0.05,900.00,5.36,450.00,"1,355.36",0.1,0.05,17.3,0,1
3184C,CLE1SU,35,2,90.2,138.5,2019,12.1,Understory,1-5,Alive,7,Young,4.5,647.12,0.03,0.11,0.05,900.00,5.36,450.00,"1,355.36",0.1,0.05,17.3,0,1
3184C,CLE1SU,35,2,90.2,138.5,2019,12.1,Understory,1-5,Alive,7,Young,4.5,647.12,0.03,0.11,0.05,900.00,5.36,450.00,"1,355.36",0.1,0.05,17.3,0,1
3184D,DIOSBU,35,2,89.7,139.6,2019,11.7,Understory,1-5,Alive,7,Young,5.0,649.31,0.03,0.1,0.05,"1,000.00",5.18,500.00,"1,505.18",0.1,0.05,16.9,0,1
3184D,DIOSBU,35,2,89.7,139.6,2019,11.7,Understory,1-5,Alive,7,Young,5.0,649.31,0.03,0.1,0.05,"1,000.00",5.18,500.00,"1,505.18",0.1,0.05,16.9,0,1
3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0,1
3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0,1
3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0,1
3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0,1
3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0,1
3188B,SHORM1,35,2,93.0,137.5,2019,16.9,Understory,6-11,Alive,7,Young,21.0,"8,507.18",0.4,0.15,0.07,"4,200.00",7.49,"2,100.00","6,307.49",0.4,0.2,21.7,10,1
3188B,SHORM1,35,2,93.0,137.5,2019,16.9,Understory,6-11,Alive,7,Young,21.0,"8,507.18",0.4,0.15,0.07,"4,200.00",7.49,"2,100.00","6,307.49",0.4,0.2,21.7,10,1
3188C,DACRR1,35,2,93.0,138.6,2019,14.6,Understory,6-11,Alive,7,Young,22.0,"5,635.20",0.26,0.13,0.06,"4,400.00",6.47,"2,200.00","6,606.47",0.4,0.2,19.7,0,0
3189,PAROVA,35,2,97.5,134.1,2019,25.5,Understory,6-11,Alive,53,Intermediate,3.5,"5,361.15",0.25,0.23,0.11,700.00,11.3,350.00,"1,061.30",0.4,0.2,27.8,6,0
3190,HOMADI,35,2,97.8,131.7,2019,53.4,Canopy,18-23,Alive,68,Mature,0.5,"9,729.53",0.46,0.47,0.24,100.00,23.66,50.00,173.66,0.0,0.0,38.8,0,1
3190,HOMADI,35,2,97.8,131.7,2019,53.4,Canopy,18-23,Alive,68,Mature,0.5,"9,729.53",0.46,0.47,0.24,100.00,23.66,50.00,173.66,0.0,0.0,38.8,0,1
3191,IXONIC,35,2,96.9,128.0,2019,30.6,Canopy,12-17,Alive,53,Intermediate,10.5,"29,566.38",1.39,0.27,0.14,"2,100.00",13.56,"1,050.00","3,163.56",-2.6,-1.3,30.5,0,1
3191,IXONIC,35,2,96.9,128.0,2019,30.6,Canopy,12-17,Alive,53,Intermediate,10.5,"29,566.38",1.39,0.27,0.14,"2,100.00",13.56,"1,050.00","3,163.56",-2.6,-1.3,30.5,0,1
3192,SAR1GR,35,2,93.7,130.1,2019,38.4,Canopy,12-17,Alive,54,Intermediate,5.0,"30,556.24",1.44,0.34,0.17,"1,000.00",17.02,500.00,"1,517.02",1.0,0.5,34.0,9,1
3193,SANDKO,35,2,93.2,130.5,2019,19.0,Understory,6-11,Alive,53,Intermediate,4.0,"2,351.86",0.11,0.17,0.08,800.00,8.42,400.00,"1,208.42",0.1,0.05,23.4,2,1
3194,CYNOMA,35,2,97.1,126.5,2019,24.4,Understory,6-11,Alive,53,Intermediate,5.0,"6,621.93",0.31,0.22,0.11,"1,000.00",10.81,500.00,"1,510.81",0.6,0.3,27.1,0,0
3195,HORSS2,35,2,97.3,123.6,2019,42.7,Canopy,12-17,Alive,57,Intermediate,2.5,"22,086.64",1.04,0.38,0.19,500.00,18.92,250.00,768.92,0.4,0.2,35.6,0,1
3195,HORSS2,35,2,97.3,123.6,2019,42.7,Canopy,12-17,Alive,57,Intermediate,2.5,"22,086.64",1.04,0.38,0.19,500.00,18.92,250.00,768.92,0.4,0.2,35.6,0,1
3197B,XERONO,35,2,93.7,123.0,2019,16.4,Understory,6-11,Alive,7,Young,10.5,"3,869.15",0.18,0.15,0.07,"2,100.00",7.27,"1,050.00","3,157.27",0.2,0.1,21.3,11,0
3202A,LANSDO,36,2,85.4,145.2,2019,19.9,Understory,6-11,Alive,35,Intermediate,6.5,"4,433.84",0.21,0.18,0.09,"1,300.00",8.82,650.00,"1,958.82",1.4,0.7,24.1,0,0
3206,DACRLA,36,2,84.7,150.3,2019,21.5,Understory,6-11,Alive,55,Intermediate,2.5,"2,189.54",0.1,0.19,0.1,500.00,9.53,250.00,759.53,0.2,0.1,25.2,0,1
3206A,MONOMA,36,2,83.0,149.0,2019,18.9,Understory,6-11,Alive,7,Young,15.0,"8,671.77",0.41,0.17,0.08,"3,000.00",8.37,"1,500.00","4,508.37",-0.1,-0.05,23.3,11,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15,1
3214,SARADE,36,2,92.7,157.6,2019,30.3,Canopy,12-17,Alive,59,Intermediate,36.5,"99,421.65",4.67,0.27,0.13,"7,300.00",13.43,"3,650.00","10,963.43",-0.6,-0.3,30.4,15,1
3216,SARADE,36,2,94.4,156.4,2019,32.7,Canopy,12-17,Alive,58,Intermediate,36.5,"128,661.12",6.05,0.29,0.14,"7,300.00",14.49,"3,650.00","10,964.49",0.3,0.15,31.6,15,0
3217,SARADE,36,2,93.3,154.0,2019,28.5,Understory,6-11,Alive,68,Mature,36.5,"80,942.68",3.8,0.25,0.13,"7,300.00",12.63,"3,650.00","10,962.63",0.0,0.0,29.5,15,0
3220,GYMNFO,36,2,96.3,154.4,2019,41.5,Canopy,12-17,Alive,58,Intermediate,0.5,"3,999.47",0.19,0.37,0.18,100.00,18.39,50.00,168.39,0.4,0.2,35.2,0,1
3224,SARADE,36,2,98.0,148.0,2019,31.3,Canopy,12-17,Alive,53,Intermediate,36.5,"110,933.99",5.21,0.28,0.14,"7,300.00",13.87,"3,650.00","10,963.87",0.8,0.4,30.9,15,1
3224,SARADE,36,2,98.0,148.0,2019,31.3,Canopy,12-17,Alive,53,Intermediate,36.5,"110,933.99",5.21,0.28,0.14,"7,300.00",13.87,"3,650.00","10,963.87",0.8,0.4,30.9,15,1
3224A,SARADE,36,2,98.1,149.2,2019,11.1,Understory,1-5,Alive,7,Young,36.5,"4,043.50",0.19,0.1,0.05,"7,300.00",4.92,"3,650.00","10,954.92",-0.1,-0.05,16.3,15,0
3226,SARADE,36,2,96.1,146.4,2019,15.7,Understory,6-11,Alive,52,Intermediate,36.5,"11,727.73",0.55,0.14,0.07,"7,300.00",6.96,"3,650.00","10,956.96",-0.3,-0.15,20.7,15,0
3230,SARADE,36,2,99.5,143.3,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.2,0.1,25.8,15,0
3257A,ARDIPA,36,2,80.4,143.8,2019,15.1,Understory,6-11,Alive,48,Intermediate,0.5,142.23,0.01,0.13,0.07,100.00,6.69,50.00,156.69,0.1,0.05,20.2,0,0
3233,EUGESU,37,2,67.2,146.9,2019,25.2,Understory,6-11,Alive,53,Intermediate,2.5,"3,682.52",0.17,0.22,0.11,500.00,11.17,250.00,761.17,0.4,0.2,27.6,7,1
3233A,XANTST,37,2,67.6,145.2,2019,14.4,Understory,6-11,Alive,35,Intermediate,3.5,858.93,0.04,0.13,0.06,700.00,6.38,350.00,"1,056.38",-9.4,-4.7,19.6,0,0
3233C,DURIGR,37,2,70.8,146.3,2019,14.8,Understory,6-11,Alive,35,Intermediate,3.5,935.25,0.04,0.13,0.07,700.00,6.56,350.00,"1,056.56",0.6,0.3,19.9,0,0
3242,EUGENA,37,2,62.2,153.3,2019,29.3,Understory,12-17,Alive,53,Intermediate,1.5,"3,649.81",0.17,0.26,0.13,300.00,12.98,150.00,462.98,-0.1,-0.05,29.9,0,1
3242A,CANAME,37,2,62.8,154.4,2019,12.3,Understory,1-5,Alive,35,Intermediate,0.5,75.58,0.0,0.11,0.05,100.00,5.45,50.00,155.45,-0.1,-0.05,17.5,0,0
3242B,SHORP1,37,2,65.6,153.3,2019,31.0,Canopy,12-17,Alive,28,Intermediate,12.0,"35,303.87",1.66,0.27,0.14,"2,400.00",13.74,"1,200.00","3,613.74",-0.2,-0.1,30.7,0,1
3242C,RYPAKU,37,2,67.6,154.4,2019,15.2,Understory,6-11,Alive,7,Young,11.0,"3,194.14",0.15,0.13,0.07,"2,200.00",6.74,"1,100.00","3,306.74",0.0,0.0,20.3,0,0
3244,IXONIC,37,2,65.8,158.8,2019,25.6,Understory,6-11,Alive,57,Intermediate,10.5,"16,293.00",0.77,0.23,0.11,"2,100.00",11.34,"1,050.00","3,161.34",-0.6,-0.3,27.8,0,0
3244A,POMEPA,37,2,63.8,158.4,2019,11.0,Understory,1-5,Alive,35,Intermediate,3.0,323.42,0.02,0.1,0.05,600.00,4.87,300.00,904.87,-0.2,-0.1,16.2,0,0
3244B,DRYPPO,37,2,62.2,158.2,2019,11.0,Understory,1-5,Alive,7,Young,1.0,107.81,0.01,0.1,0.05,200.00,4.87,100.00,304.87,0.0,0.0,16.2,0,1
3246,SAR1GR,37,2,69.8,154.6,2019,97.1,Emergent,>24,Alive,72,Mature,5.0,"877,500.57",41.24,0.86,0.43,"1,000.00",43.03,500.00,"1,543.03",2.1,1.05,46.4,9,1
3246,SAR1GR,37,2,69.8,154.6,2019,97.1,Emergent,>24,Alive,72,Mature,5.0,"877,500.57",41.24,0.86,0.43,"1,000.00",43.03,500.00,"1,543.03",2.1,1.05,46.4,9,1
3246A,PALAMA,37,2,69.4,155.0,2019,17.4,Understory,6-11,Alive,7,Young,2.0,888.53,0.04,0.15,0.08,400.00,7.71,200.00,607.71,0.2,0.1,22.2,0,0
3246B,OCHAAM,37,2,68.7,155.8,2019,15.4,Understory,6-11,Alive,7,Young,10.0,"3,024.80",0.14,0.14,0.07,"2,000.00",6.82,"1,000.00","3,006.82",0.2,0.1,20.5,0,0
3246C,PORTAN,37,2,68.0,156.7,2019,16.8,Understory,6-11,Alive,7,Young,11.5,"4,572.18",0.21,0.15,0.07,"2,300.00",7.44,"1,150.00","3,457.44",0.5,0.25,21.7,0,1
3249B,BACCKU,37,2,73.8,148.2,2019,13.0,Understory,1-5,Alive,35,Intermediate,1.0,179.02,0.01,0.12,0.06,200.00,5.76,100.00,305.76,0.0,0.0,18.2,0,0
3249C,SANTRU,37,2,76.4,146.0,2019,18.8,Understory,6-11,Alive,7,Young,1.0,568.39,0.03,0.17,0.08,200.00,8.33,100.00,308.33,1.2,0.6,23.3,17,0
3249D,MACAHO,37,2,75.6,150.0,2019,22.4,Understory,6-11,Alive,7,Young,0.5,500.40,0.02,0.2,0.1,100.00,9.93,50.00,159.93,0.7,0.35,25.8,0,1
3250,MEL1FU,37,2,72.1,150.0,2019,19.5,Understory,6-11,Alive,48,Intermediate,4.5,"2,875.63",0.14,0.17,0.09,900.00,8.64,450.00,"1,358.64",0.4,0.2,23.8,0,1
3250A,POL1SC,37,2,70.4,149.4,2019,22.5,Understory,6-11,Alive,48,Intermediate,2.0,"2,030.89",0.1,0.2,0.1,400.00,9.97,200.00,609.97,0.3,0.15,25.9,0,1
3131,XANTEU,38,2,53.5,140.2,2019,17.0,Understory,6-11,Alive,53,Intermediate,16.0,"6,603.66",0.31,0.15,0.08,"3,200.00",7.53,"1,600.00","4,807.53",0.1,0.05,21.8,15,1
3259,SANTTO,38,2,40.5,140.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,4.5,"4,909.58",0.23,0.2,0.1,900.00,10.19,450.00,"1,360.19",-0.3,-0.15,26.2,0,1
